Member_number,itemDescription,year,month,day,day_of_week
2351,domestic eggs,2014,9,18,3
3570,oil,2014,9,14,6
2550,whole milk,2014,12,24,2
2031,bottled water,2014,3,20,3
2160,specialty chocolate,2014,6,28,5
1420,cat food,2014,3,25,1
2960,dishes,2014,11,28,4
3334,vinegar,2014,3,27,3
3840,herbs,2014,10,31,4
3516,rolls/buns,2014,1,18,5
3435,rice,2014,7,30,2
2428,soda,2014,1,4,5
3639,yogurt,2014,7,23,2
4173,whipped/sour cream,2014,2,14,4
4275,dishes,2014,3,4,1
2320,flour,2014,4,22,1
2522,hard cheese,2014,8,8,4
2399,pastry,2014,8,18,0
4097,ice cream,2014,6,20,4
1517,hygiene articles,2014,11,9,6
4187,pastry,2014,4,16,2
2553,flower soil/fertilizer,2014,8,16,5
4164,whole milk,2014,3,27,3
3123,bottled beer,2014,10,17,4
1466,candy,2014,7,13,6
4105,onions,2014,10,26,6
3530,specialty chocolate,2014,3,21,4
2960,shopping bags,2014,11,3,0
2676,soda,2014,6,10,1
4318,butter milk,2014,8,28,3
2956,yogurt,2014,7,8,1
1360,processed cheese,2014,6,17,1
2285,UHT-milk,2014,6,7,5
4117,liquor,2014,12,7,6
3009,semi-finished bread,2014,1,27,0
1069,fruit/vegetable juice,2014,5,20,1
1194,napkins,2014,2,27,3
4406,ice cream,2014,3,21,4
2028,flower (seeds),2014,2,5,2
1500,fruit/vegetable juice,2014,1,4,5
2617,frozen vegetables,2014,5,27,1
2545,domestic eggs,2014,11,10,0
3356,frozen vegetables,2014,2,21,4
3557,brown bread,2014,6,5,3
1311,rolls/buns,2014,1,14,1
4803,pickled vegetables,2014,1,16,3
3685,soda,2014,7,20,6
4206,root vegetables,2014,4,4,4
1457,hard cheese,2014,4,15,1
4610,candy,2014,11,18,1
2802,condensed milk,2014,9,14,6
3232,red/blush wine,2014,9,7,6
1623,soda,2014,12,1,0
2029,bottled water,2014,5,27,1
2180,butter,2014,12,18,3
4654,shopping bags,2014,3,8,5
3462,specialty cheese,2014,12,16,1
2279,salty snack,2014,11,4,1
2027,cling film/bags,2014,9,10,2
2667,domestic eggs,2014,10,22,2
1379,fruit/vegetable juice,2014,2,27,3
4025,yogurt,2014,10,4,5
2958,softener,2014,4,27,6
4349,brown bread,2014,11,22,5
2850,rolls/buns,2014,2,27,3
2306,shopping bags,2014,2,26,2
4941,pasta,2014,8,2,5
1788,brown bread,2014,9,19,4
2398,rolls/buns,2014,6,18,2
4046,shopping bags,2014,3,31,0
3976,pasta,2014,10,25,5
1905,cream cheese ,2014,4,22,1
4897,frozen potato products,2014,3,23,6
2237,Instant food products,2014,1,1,2
3649,soda,2014,5,30,4
1699,hygiene articles,2014,1,25,5
1504,whole milk,2014,10,14,1
4488,soda,2014,4,26,5
1082,hygiene articles,2014,3,20,3
1966,white bread,2014,9,20,5
2169,long life bakery product,2014,5,2,4
1711,yogurt,2014,12,15,0
1827,curd,2014,9,30,1
4389,brown bread,2014,7,10,3
2625,yogurt,2014,6,9,0
3984,soft cheese,2014,2,9,6
4709,other vegetables,2014,5,24,5
3115,other vegetables,2014,1,30,3
4319,shopping bags,2014,10,3,4
2183,yogurt,2014,12,29,0
2338,canned beer,2014,9,22,0
2156,domestic eggs,2014,8,5,1
2298,yogurt,2014,8,28,3
4472,Instant food products,2014,11,10,0
4835,margarine,2014,5,12,0
3581,rolls/buns,2014,9,6,5
4682,toilet cleaner,2014,4,21,0
2149,bathroom cleaner,2014,7,13,6
2990,kitchen towels,2014,7,16,2
2439,dog food,2014,5,28,2
4406,soda,2014,11,7,4
2463,soda,2014,6,12,3
4047,shopping bags,2014,4,4,4
1343,whole milk,2014,7,2,2
2628,candy,2014,2,12,2
3467,citrus fruit,2014,8,11,0
3320,rolls/buns,2014,1,21,1
3126,whole milk,2014,2,12,2
4991,shopping bags,2014,5,19,0
4317,ice cream,2014,1,28,1
3332,domestic eggs,2014,9,21,6
4487,cat food,2014,6,14,5
1864,butter,2014,3,1,5
2812,whipped/sour cream,2014,8,28,3
1561,cream cheese ,2014,1,19,6
2555,brown bread,2014,4,26,5
3517,domestic eggs,2014,9,21,6
4972,liquor,2014,7,30,2
4081,domestic eggs,2014,11,1,5
4336,chocolate,2014,11,28,4
4193,shopping bags,2014,6,14,5
1944,cake bar,2014,10,8,2
1086,soda,2014,7,27,6
4518,yogurt,2014,8,31,6
1362,mustard,2014,3,1,5
1297,house keeping products,2014,6,7,5
4809,sugar,2014,7,13,6
3720,margarine,2014,9,8,0
4946,other vegetables,2014,6,24,1
1399,canned vegetables,2014,10,12,6
3548,shopping bags,2014,6,15,6
2791,photo/film,2014,11,21,4
3541,pickled vegetables,2014,2,21,4
2694,pastry,2014,9,5,4
4449,salty snack,2014,11,12,2
2288,sliced cheese,2014,5,12,0
1426,yogurt,2014,3,20,3
4126,brown bread,2014,4,22,1
2960,berries,2014,11,14,4
3921,cream cheese ,2014,6,18,2
3931,long life bakery product,2014,10,26,6
3183,grapes,2014,10,12,6
4172,whipped/sour cream,2014,2,16,6
1767,shopping bags,2014,12,18,3
4665,cat food,2014,3,12,2
3386,pasta,2014,3,18,1
3731,brown bread,2014,6,29,6
1478,cream cheese ,2014,12,26,4
3306,yogurt,2014,7,21,0
1204,pastry,2014,6,23,0
1611,yogurt,2014,3,18,1
4555,brown bread,2014,12,19,4
1612,ice cream,2014,12,25,3
2217,long life bakery product,2014,9,14,6
1869,misc. beverages,2014,12,20,5
3384,soda,2014,11,13,3
4875,chocolate,2014,5,6,1
3157,Instant food products,2014,10,7,1
2973,waffles,2014,10,21,1
3007,yogurt,2014,1,4,5
1230,sliced cheese,2014,3,16,6
1522,margarine,2014,1,30,3
3714,domestic eggs,2014,2,15,5
2110,newspapers,2014,11,22,5
3051,salty snack,2014,5,25,6
3790,yogurt,2014,4,24,3
3851,chocolate,2014,11,8,5
4498,frozen meals,2014,7,22,1
1182,red/blush wine,2014,9,30,1
2694,hard cheese,2014,2,21,4
4099,Instant food products,2014,5,23,4
2229,pastry,2014,7,24,3
2618,salty snack,2014,12,1,0
4902,butter,2014,5,30,4
1746,cream cheese ,2014,10,23,3
2424,pickled vegetables,2014,9,28,6
2922,photo/film,2014,2,23,6
4030,margarine,2014,5,29,3
3107,rolls/buns,2014,2,27,3
1996,soda,2014,9,22,0
3613,shopping bags,2014,1,25,5
2423,ice cream,2014,7,31,3
4384,UHT-milk,2014,6,9,0
2856,sparkling wine,2014,12,24,2
1437,domestic eggs,2014,3,15,5
4116,pastry,2014,5,23,4
2143,frozen vegetables,2014,12,17,2
4013,popcorn,2014,12,23,1
2011,soda,2014,8,14,3
3011,frozen vegetables,2014,6,27,4
4259,ice cream,2014,12,16,1
3750,yogurt,2014,9,30,1
3633,shopping bags,2014,12,7,6
4544,pot plants,2014,8,12,1
2314,candy,2014,9,2,1
2287,chocolate,2014,10,27,0
2166,red/blush wine,2014,4,5,5
1162,salty snack,2014,8,20,2
4215,liquor (appetizer),2014,3,4,1
4666,dessert,2014,1,2,3
3790,yogurt,2014,9,6,5
3650,frozen vegetables,2014,12,23,1
3309,domestic eggs,2014,1,30,3
1501,butter,2014,8,28,3
4580,coffee,2014,12,10,2
4942,frozen vegetables,2014,1,1,2
1169,bottled water,2014,4,1,1
1217,sugar,2014,7,21,0
4750,brown bread,2014,3,5,2
4870,bottled water,2014,1,7,1
4194,whole milk,2014,7,21,0
3629,rolls/buns,2014,11,22,5
1143,soda,2014,7,14,0
2600,berries,2014,12,7,6
4432,butter,2014,1,9,3
1147,whole milk,2014,1,5,6
4508,white bread,2014,11,29,5
3130,yogurt,2014,1,2,3
3181,butter milk,2014,7,17,3
3830,coffee,2014,11,14,4
3153,frozen vegetables,2014,4,14,0
3656,dental care,2014,1,20,0
1930,UHT-milk,2014,7,7,0
2761,margarine,2014,8,19,1
4443,whole milk,2014,10,11,5
3976,onions,2014,3,13,3
2671,salty snack,2014,4,6,6
3189,whole milk,2014,8,31,6
1850,margarine,2014,12,3,2
1899,brown bread,2014,1,3,4
2570,roll products ,2014,2,25,1
3805,specialty fat,2014,9,18,3
1580,domestic eggs,2014,2,20,3
3474,curd,2014,1,19,6
2758,long life bakery product,2014,12,27,5
1996,yogurt,2014,9,6,5
2426,whipped/sour cream,2014,9,26,4
4898,margarine,2014,10,9,3
1187,domestic eggs,2014,9,11,3
2056,canned vegetables,2014,5,14,2
4923,domestic eggs,2014,12,26,4
4321,soda,2014,1,14,1
2924,frozen dessert,2014,11,14,4
2029,whole milk,2014,8,26,1
2402,yogurt,2014,4,16,2
3137,coffee,2014,10,18,5
3115,white bread,2014,9,16,1
1628,cream cheese ,2014,6,20,4
1930,soda,2014,5,28,2
2751,bottled water,2014,10,13,0
1753,canned fish,2014,2,26,2
3323,brown bread,2014,8,2,5
3267,herbs,2014,3,30,6
1069,rolls/buns,2014,1,20,0
2164,curd cheese,2014,1,31,4
3660,pastry,2014,7,28,0
2129,condensed milk,2014,5,9,4
1836,margarine,2014,10,23,3
4007,specialty chocolate,2014,9,12,4
1715,specialty chocolate,2014,2,25,1
1225,jam,2014,3,10,0
4492,yogurt,2014,5,15,3
4197,long life bakery product,2014,5,4,6
4878,whipped/sour cream,2014,9,13,5
3574,domestic eggs,2014,2,20,3
4259,newspapers,2014,11,12,2
2131,bottled water,2014,12,12,4
1308,whole milk,2014,11,23,6
3089,rolls/buns,2014,2,24,0
3695,margarine,2014,3,21,4
1574,flour,2014,1,15,2
3643,kitchen towels,2014,8,21,3
4900,root vegetables,2014,1,10,4
4603,popcorn,2014,6,18,2
4088,oil,2014,2,18,1
2155,salad dressing,2014,11,11,1
1050,yogurt,2014,6,3,1
2144,curd,2014,2,10,0
4308,whole milk,2014,7,1,1
4741,waffles,2014,2,28,4
2550,canned beer,2014,12,7,6
1797,sugar,2014,8,10,6
4235,curd,2014,3,21,4
1680,beverages,2014,9,9,1
3348,brown bread,2014,5,14,2
2835,whole milk,2014,10,5,6
1391,processed cheese,2014,12,19,4
1086,whipped/sour cream,2014,10,12,6
2705,sweet spreads,2014,12,20,5
2803,margarine,2014,2,20,3
2045,whole milk,2014,9,7,6
4270,brown bread,2014,3,16,6
1817,whipped/sour cream,2014,2,9,6
4756,curd,2014,9,5,4
4125,rolls/buns,2014,3,6,3
4014,shopping bags,2014,1,2,3
1500,shopping bags,2014,9,26,4
3855,yogurt,2014,7,15,1
2037,curd,2014,5,5,0
4907,whipped/sour cream,2014,1,2,3
2055,soda,2014,12,14,6
1133,shopping bags,2014,3,21,4
3099,butter milk,2014,12,16,1
4261,fruit/vegetable juice,2014,6,13,4
2276,whipped/sour cream,2014,7,25,4
2584,curd,2014,2,4,1
1544,semi-finished bread,2014,1,5,6
4416,margarine,2014,3,9,6
3727,cat food,2014,2,5,2
1059,salty snack,2014,6,14,5
1999,frozen vegetables,2014,4,30,2
2584,curd,2014,6,19,3
3528,liquor (appetizer),2014,7,9,2
3782,tropical fruit,2014,4,25,4
4453,whole milk,2014,3,20,3
1881,bottled water,2014,2,15,5
4122,nut snack,2014,10,20,0
4874,bottled water,2014,2,21,4
1410,mustard,2014,7,2,2
3357,long life bakery product,2014,5,19,0
1554,canned fish,2014,10,27,0
1652,yogurt,2014,5,5,0
4251,ice cream,2014,1,7,1
4316,soda,2014,3,5,2
1491,soft cheese,2014,4,8,1
1522,long life bakery product,2014,11,10,0
1927,mayonnaise,2014,6,20,4
3668,whole milk,2014,10,24,4
4385,bottled water,2014,5,8,3
3005,newspapers,2014,11,26,2
2132,waffles,2014,1,24,4
2484,whipped/sour cream,2014,7,16,2
2264,canned beer,2014,7,22,1
3045,chocolate,2014,8,16,5
4297,rolls/buns,2014,5,30,4
1050,yogurt,2014,5,30,4
3718,bottled water,2014,7,7,0
1423,mustard,2014,10,13,0
1071,roll products ,2014,9,26,4
1399,other vegetables,2014,5,4,6
2892,pastry,2014,8,19,1
2396,tropical fruit,2014,8,19,1
3663,frozen vegetables,2014,2,1,5
4139,domestic eggs,2014,3,25,1
4044,cream cheese ,2014,8,7,3
3639,whipped/sour cream,2014,1,20,0
1753,whole milk,2014,3,10,0
1835,detergent,2014,8,7,3
1783,yogurt,2014,2,14,4
3863,frozen dessert,2014,1,9,3
1229,white bread,2014,3,9,6
2470,white bread,2014,1,5,6
1828,spread cheese,2014,6,1,6
3360,hamburger meat,2014,12,4,3
4690,softener,2014,6,3,1
4814,whole milk,2014,8,1,4
3099,butter,2014,10,2,3
3961,bottled water,2014,6,23,0
1948,hamburger meat,2014,2,11,1
4414,shopping bags,2014,10,15,2
2906,brown bread,2014,11,13,3
2017,coffee,2014,7,10,3
2086,liquor,2014,6,18,2
3082,frozen dessert,2014,10,11,5
4574,other vegetables,2014,1,5,6
3696,roll products ,2014,5,4,6
1653,pastry,2014,4,23,2
2930,fruit/vegetable juice,2014,3,4,1
3602,butter,2014,7,10,3
1103,hygiene articles,2014,7,28,0
3223,pork,2014,6,8,6
4788,whole milk,2014,9,9,1
3358,hard cheese,2014,10,22,2
4133,yogurt,2014,2,2,6
4160,specialty cheese,2014,10,7,1
2080,specialty vegetables,2014,7,23,2
1877,butter,2014,6,22,6
2243,tropical fruit,2014,1,10,4
2738,pastry,2014,1,16,3
3869,white bread,2014,12,8,0
2924,sliced cheese,2014,5,26,0
4613,butter,2014,4,10,3
3421,waffles,2014,10,18,5
4764,domestic eggs,2014,8,28,3
4800,cake bar,2014,10,27,0
1288,packaged fruit/vegetables,2014,8,20,2
2194,whole milk,2014,6,6,4
2072,chocolate,2014,12,8,0
2950,soda,2014,3,2,6
1681,popcorn,2014,6,7,5
3957,curd,2014,7,20,6
1004,chocolate,2014,10,13,0
4048,fruit/vegetable juice,2014,12,4,3
2309,yogurt,2014,4,17,3
3238,canned beer,2014,6,2,0
3613,bottled water,2014,10,20,0
1716,fruit/vegetable juice,2014,11,8,5
3669,processed cheese,2014,6,25,2
4806,brown bread,2014,9,13,5
1434,margarine,2014,11,13,3
3977,butter milk,2014,1,2,3
4086,semi-finished bread,2014,1,14,1
3357,newspapers,2014,6,22,6
2159,pot plants,2014,8,10,6
2984,cake bar,2014,9,25,3
1351,detergent,2014,1,15,2
1359,frozen fish,2014,5,29,3
3636,brown bread,2014,10,8,2
3783,white bread,2014,11,4,1
2807,newspapers,2014,2,6,3
3960,whipped/sour cream,2014,2,15,5
4233,roll products ,2014,6,23,0
3683,newspapers,2014,5,10,5
4838,frozen vegetables,2014,7,9,2
2779,whipped/sour cream,2014,1,21,1
4297,fruit/vegetable juice,2014,2,3,0
1258,fruit/vegetable juice,2014,9,8,0
2755,frozen vegetables,2014,11,25,1
2340,yogurt,2014,1,17,4
1690,whipped/sour cream,2014,9,5,4
2592,grapes,2014,8,9,5
2952,whipped/sour cream,2014,12,1,0
3246,root vegetables,2014,12,25,3
1900,vinegar,2014,3,15,5
3414,whole milk,2014,5,22,3
1153,whole milk,2014,10,8,2
1751,herbs,2014,4,9,2
2499,beverages,2014,1,11,5
2355,domestic eggs,2014,2,19,2
3660,rolls/buns,2014,9,21,6
2760,long life bakery product,2014,6,20,4
1028,baking powder,2014,4,24,3
4657,margarine,2014,3,4,1
1569,bottled beer,2014,9,3,2
3737,bottled water,2014,6,7,5
3462,other vegetables,2014,1,10,4
2921,frozen vegetables,2014,11,18,1
1111,frozen vegetables,2014,3,3,0
1261,domestic eggs,2014,6,10,1
1572,berries,2014,3,31,0
1811,other vegetables,2014,2,6,3
3287,vinegar,2014,12,11,3
1020,butter,2014,7,19,5
2374,rolls/buns,2014,9,16,1
2252,brown bread,2014,10,3,4
3289,margarine,2014,3,21,4
1312,waffles,2014,12,11,3
1045,yogurt,2014,12,1,0
1275,domestic eggs,2014,1,18,5
4241,yogurt,2014,2,10,0
1116,butter milk,2014,6,22,6
1356,butter milk,2014,8,17,6
2354,rolls/buns,2014,6,1,6
4045,coffee,2014,7,30,2
3189,pot plants,2014,4,16,2
3515,brown bread,2014,5,31,5
1169,whole milk,2014,1,25,5
2299,shopping bags,2014,4,8,1
3539,whipped/sour cream,2014,7,11,4
2389,frozen vegetables,2014,6,6,4
1487,butter,2014,2,11,1
4698,rolls/buns,2014,1,20,0
3335,canned fish,2014,5,9,4
1065,whole milk,2014,1,14,1
4763,whole milk,2014,2,27,3
2879,herbs,2014,6,27,4
1451,bottled water,2014,8,28,3
1947,berries,2014,7,1,1
4364,frozen vegetables,2014,4,13,6
4477,newspapers,2014,10,14,1
1150,rolls/buns,2014,6,9,0
2873,whole milk,2014,5,23,4
3040,frozen meals,2014,11,10,0
4862,tropical fruit,2014,8,6,2
2795,soda,2014,6,27,4
2254,frozen vegetables,2014,1,30,3
2066,yogurt,2014,12,29,0
3180,flour,2014,9,11,3
1205,bottled water,2014,12,8,0
4040,margarine,2014,11,14,4
4760,curd,2014,10,16,3
2357,frozen vegetables,2014,5,6,1
1507,domestic eggs,2014,5,24,5
1870,yogurt,2014,10,6,0
3900,curd,2014,5,8,3
3627,butter,2014,6,7,5
2098,rolls/buns,2014,2,8,5
2242,napkins,2014,4,27,6
3444,syrup,2014,7,1,1
2437,butter milk,2014,6,24,1
2267,instant coffee,2014,10,6,0
3930,curd,2014,5,31,5
1964,hygiene articles,2014,3,18,1
4362,rolls/buns,2014,1,14,1
2339,whole milk,2014,5,20,1
1663,soft cheese,2014,2,24,0
2384,rolls/buns,2014,1,14,1
3013,domestic eggs,2014,4,19,5
3765,whole milk,2014,1,4,5
1446,bottled water,2014,7,5,5
2135,newspapers,2014,2,15,5
4872,softener,2014,1,6,0
4817,candles,2014,5,14,2
2571,long life bakery product,2014,7,7,0
4338,salty snack,2014,7,7,0
2760,domestic eggs,2014,1,4,5
4564,bottled beer,2014,11,10,0
1862,oil,2014,5,21,2
4155,whole milk,2014,10,9,3
2965,white bread,2014,4,1,1
4854,domestic eggs,2014,12,1,0
3349,liquor,2014,1,18,5
3416,bottled beer,2014,5,4,6
1466,white bread,2014,8,23,5
1032,whole milk,2014,9,23,1
4489,bottled water,2014,5,24,5
3862,onions,2014,3,14,4
1181,oil,2014,7,13,6
4772,curd,2014,8,6,2
3612,yogurt,2014,5,31,5
3266,margarine,2014,7,10,3
4969,salty snack,2014,7,1,1
1035,white wine,2014,8,15,4
2917,waffles,2014,4,22,1
2861,whole milk,2014,10,25,5
3247,pastry,2014,9,8,0
3913,bottled beer,2014,6,5,3
3877,cat food,2014,6,20,4
1129,yogurt,2014,11,14,4
2605,other vegetables,2014,2,6,3
2308,yogurt,2014,10,9,3
1412,newspapers,2014,6,20,4
3743,soda,2014,6,1,6
2937,shopping bags,2014,6,10,1
1932,bottled beer,2014,6,7,5
3857,hard cheese,2014,3,4,1
3810,margarine,2014,7,21,0
1241,pasta,2014,8,14,3
1607,shopping bags,2014,12,10,2
3854,sweet spreads,2014,6,26,3
4509,rolls/buns,2014,7,30,2
2654,soda,2014,8,8,4
2511,artif. sweetener,2014,4,10,3
4337,coffee,2014,4,27,6
2993,butter milk,2014,8,7,3
3138,rolls/buns,2014,12,28,6
3518,whole milk,2014,8,2,5
1057,domestic eggs,2014,6,1,6
2125,chewing gum,2014,2,4,1
4137,canned fish,2014,7,23,2
4761,white bread,2014,11,24,0
1162,berries,2014,3,28,4
1761,dish cleaner,2014,2,26,2
3507,newspapers,2014,7,20,6
3104,bottled beer,2014,6,2,0
2070,domestic eggs,2014,4,27,6
4266,margarine,2014,2,19,2
4187,soda,2014,4,5,5
3297,fruit/vegetable juice,2014,5,29,3
2618,whipped/sour cream,2014,5,1,3
3895,soda,2014,2,6,3
4657,rolls/buns,2014,9,21,6
2042,shopping bags,2014,4,17,3
1342,rolls/buns,2014,3,4,1
2784,whipped/sour cream,2014,5,26,0
4110,yogurt,2014,1,25,5
2908,yogurt,2014,4,27,6
3489,margarine,2014,8,26,1
1335,dishes,2014,3,1,5
2718,root vegetables,2014,7,2,2
1153,rolls/buns,2014,3,28,4
4165,brown bread,2014,3,4,1
3769,yogurt,2014,1,31,4
1733,rolls/buns,2014,2,27,3
2290,margarine,2014,12,23,1
2669,rolls/buns,2014,3,24,0
1852,whole milk,2014,4,3,3
4515,sugar,2014,6,3,1
4875,bottled beer,2014,4,15,1
3437,frozen vegetables,2014,10,31,4
1494,hard cheese,2014,5,16,4
4505,root vegetables,2014,12,30,1
2440,domestic eggs,2014,10,11,5
2603,yogurt,2014,6,28,5
4629,pickled vegetables,2014,11,23,6
3382,yogurt,2014,1,4,5
4509,liquor,2014,6,6,4
1510,frozen meals,2014,10,13,0
2470,oil,2014,12,12,4
4487,hygiene articles,2014,8,4,0
4574,bottled beer,2014,11,22,5
4005,mustard,2014,5,13,1
1379,oil,2014,11,6,3
3830,ice cream,2014,12,10,2
4812,other vegetables,2014,9,6,5
3956,shopping bags,2014,1,1,2
4234,beverages,2014,1,10,4
3180,whole milk,2014,7,30,2
3300,rolls/buns,2014,7,31,3
4287,pasta,2014,7,20,6
1628,margarine,2014,10,2,3
2033,sweet spreads,2014,5,4,6
2517,flour,2014,4,17,3
2430,margarine,2014,1,28,1
3108,domestic eggs,2014,3,25,1
4574,yogurt,2014,4,18,4
2851,specialty chocolate,2014,5,5,0
4719,detergent,2014,12,2,1
1128,soda,2014,3,27,3
1571,bottled beer,2014,11,17,0
1810,domestic eggs,2014,4,30,2
2453,napkins,2014,1,10,4
3616,cling film/bags,2014,5,11,6
2530,cream cheese ,2014,6,8,6
4617,brandy,2014,11,24,0
2176,butter,2014,5,14,2
4183,dog food,2014,6,19,3
2951,frozen vegetables,2014,12,30,1
2587,honey,2014,10,30,3
4540,kitchen towels,2014,8,23,5
3024,roll products ,2014,12,22,0
2348,shopping bags,2014,7,23,2
4559,frozen vegetables,2014,1,9,3
3213,chocolate marshmallow,2014,2,7,4
3972,hard cheese,2014,8,14,3
4935,cat food,2014,2,16,6
4198,rolls/buns,2014,10,11,5
1139,brown bread,2014,2,2,6
4959,rubbing alcohol,2014,10,10,4
1550,brown bread,2014,3,9,6
3536,oil,2014,4,4,4
4697,bottled water,2014,3,11,1
3164,white bread,2014,3,24,0
4640,bottled water,2014,3,11,1
2986,newspapers,2014,5,11,6
1878,soda,2014,8,22,4
1037,white bread,2014,2,24,0
3863,specialty cheese,2014,10,3,4
1534,bottled water,2014,5,11,6
1109,salty snack,2014,11,22,5
2381,soda,2014,7,5,5
3787,white bread,2014,9,25,3
4628,coffee,2014,2,7,4
3157,waffles,2014,8,10,6
2535,white wine,2014,12,29,0
1006,softener,2014,5,7,2
3897,coffee,2014,4,11,4
2804,canned vegetables,2014,9,19,4
3804,canned beer,2014,9,21,6
3060,butter,2014,8,18,0
3158,soda,2014,6,5,3
2651,white bread,2014,11,9,6
2036,soda,2014,2,2,6
3362,soda,2014,5,31,5
3511,bottled beer,2014,4,6,6
3083,fruit/vegetable juice,2014,5,27,1
2193,pastry,2014,10,23,3
2733,red/blush wine,2014,4,1,1
3158,margarine,2014,3,9,6
4794,beverages,2014,2,10,0
4515,soda,2014,4,24,3
1171,soda,2014,4,8,1
2375,cat food,2014,3,25,1
1234,pastry,2014,12,5,4
3488,specialty chocolate,2014,6,25,2
1118,condensed milk,2014,9,12,4
1754,pickled vegetables,2014,6,30,0
3772,shopping bags,2014,7,30,2
4906,brandy,2014,11,3,0
3727,coffee,2014,6,7,5
4502,shopping bags,2014,9,13,5
3329,pastry,2014,4,6,6
4342,whole milk,2014,4,17,3
4659,soda,2014,5,10,5
2359,instant coffee,2014,5,7,2
4133,pastry,2014,2,17,0
1777,sugar,2014,2,4,1
1696,coffee,2014,6,9,0
2888,other vegetables,2014,4,5,5
2166,brown bread,2014,11,10,0
1780,whole milk,2014,7,10,3
2477,soda,2014,1,4,5
3344,yogurt,2014,1,14,1
3658,whipped/sour cream,2014,8,5,1
4106,bottled water,2014,7,18,4
1810,other vegetables,2014,7,9,2
2698,whole milk,2014,3,31,0
2470,rolls/buns,2014,12,13,5
3122,hygiene articles,2014,9,30,1
4637,meat spreads,2014,8,12,1
3435,pasta,2014,5,29,3
3982,dessert,2014,2,13,3
1297,red/blush wine,2014,1,31,4
2935,processed cheese,2014,3,1,5
2625,whole milk,2014,9,24,2
2830,rolls/buns,2014,7,19,5
1347,semi-finished bread,2014,7,22,1
3768,soda,2014,6,30,0
4709,pasta,2014,8,8,4
3544,whole milk,2014,3,9,6
1525,bottled water,2014,10,25,5
2339,fruit/vegetable juice,2014,3,26,2
1268,misc. beverages,2014,7,22,1
4635,bottled water,2014,8,5,1
4498,pastry,2014,6,14,5
4747,pastry,2014,1,5,6
1747,other vegetables,2014,5,24,5
3396,yogurt,2014,7,13,6
2873,cake bar,2014,9,10,2
2811,yogurt,2014,11,14,4
3549,sugar,2014,7,29,1
3675,liquor,2014,6,2,0
2309,frozen vegetables,2014,10,31,4
3112,domestic eggs,2014,11,16,6
1905,butter,2014,2,6,3
2811,hygiene articles,2014,10,5,6
1561,fruit/vegetable juice,2014,3,28,4
1640,oil,2014,3,3,0
2185,flour,2014,1,4,5
1697,other vegetables,2014,6,15,6
2102,pet care,2014,4,12,5
4597,long life bakery product,2014,4,15,1
3084,yogurt,2014,10,8,2
1479,liquor (appetizer),2014,4,24,3
4840,house keeping products,2014,4,15,1
2962,pastry,2014,7,29,1
3346,frozen meals,2014,11,29,5
2789,bottled beer,2014,5,29,3
4915,processed cheese,2014,3,18,1
2989,bottled beer,2014,3,25,1
3150,flower soil/fertilizer,2014,7,13,6
4729,butter,2014,3,22,5
1077,brown bread,2014,9,29,0
4435,canned beer,2014,10,28,1
2291,canned beer,2014,8,14,3
3779,meat spreads,2014,4,27,6
2842,soda,2014,5,15,3
2996,candy,2014,9,17,2
3153,misc. beverages,2014,6,24,1
3266,soda,2014,7,16,2
1143,soda,2014,11,14,4
2151,shopping bags,2014,11,4,1
1734,beverages,2014,8,17,6
1170,canned beer,2014,5,22,3
2457,soda,2014,8,29,4
3621,other vegetables,2014,5,18,6
2627,coffee,2014,2,18,1
4154,pasta,2014,12,16,1
2996,house keeping products,2014,8,30,5
4284,canned beer,2014,6,18,2
2584,whole milk,2014,11,3,0
2195,margarine,2014,4,24,3
1789,newspapers,2014,10,9,3
4453,rolls/buns,2014,1,26,6
3615,hygiene articles,2014,4,21,0
3826,shopping bags,2014,4,27,6
1028,sugar,2014,5,4,6
2871,yogurt,2014,9,21,6
2674,grapes,2014,5,19,0
3708,cream cheese ,2014,7,17,3
3194,frozen vegetables,2014,2,2,6
2111,bottled beer,2014,5,30,4
3828,soda,2014,2,24,0
1031,pot plants,2014,4,3,3
3407,curd,2014,11,9,6
3226,fruit/vegetable juice,2014,9,15,0
1198,specialty chocolate,2014,7,29,1
4032,frozen vegetables,2014,7,18,4
1687,UHT-milk,2014,5,21,2
2533,ice cream,2014,10,30,3
2396,soda,2014,7,27,6
4209,chocolate,2014,3,18,1
2982,hard cheese,2014,6,15,6
2457,brown bread,2014,12,13,5
1921,napkins,2014,3,27,3
1201,whole milk,2014,10,24,4
3140,pasta,2014,9,25,3
2576,fruit/vegetable juice,2014,12,25,3
3390,cat food,2014,11,30,6
2016,whipped/sour cream,2014,9,18,3
3004,soda,2014,4,9,2
3087,yogurt,2014,10,4,5
3866,cocoa drinks,2014,4,20,6
4013,yogurt,2014,4,8,1
1195,shopping bags,2014,8,14,3
2849,brown bread,2014,6,30,0
4604,soda,2014,12,19,4
1114,citrus fruit,2014,12,14,6
2698,other vegetables,2014,10,14,1
1074,ketchup,2014,4,2,2
2188,dessert,2014,8,10,6
2946,margarine,2014,11,19,2
2337,coffee,2014,2,25,1
2064,hard cheese,2014,6,4,2
4714,bottled water,2014,6,20,4
1515,soda,2014,9,3,2
2093,oil,2014,3,5,2
2215,flower (seeds),2014,6,5,3
4321,misc. beverages,2014,8,13,2
1700,shopping bags,2014,5,11,6
2705,shopping bags,2014,7,25,4
